20000,USD,John Armleder,UNTITLED (FURNITURE SCULPTURE 164),"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Mike Kelley,TEST ROOM CONTAINING MULTIPLE STIMULI KNOWN TO ELICIT CURIOSITY AND MANIPULATORY RESPONSES (BLONDE BANDURA ACTION),"18,000","25,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,USD,Raymond Pettibon,UNTITLED (WAVING AN AMERICAN FLAG); UNTITLED (C'MON RAY...); UNTITLED (A RED CARPET...); UNTITLED (HE KNEW ABOUT HER...) [FOUR WORKS],"35,000","45,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,USD,Iván Navarro,PINK ELECTRIC CHAIR,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
75000,USD,Jim Campbell,HOME MOVIE 300-2,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
106250,USD,Peter Halley,PROXIMITY DETECTOR,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,USD,Wang Guangyi,GREAT CRITICISM SERIES: HILFIGER,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Subodh Gupta,GOBER GANESHA,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
209000,USD,Cindy Sherman,UNTITLED,"100,000","150,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
21250,USD,Jenny Holzer,THE LIVING SERIES: WHEN ONE LEG IS SHORTER THAN THE OTHER...,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
16250,USD,Richard Prince,UNTITLED (PUBLICITY),"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Richard Prince,UNTITLED,"100,000","150,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
40625,USD,Kehinde Wiley,EASTER REALNESS #6,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
75000,USD,Rashid Johnson,RADIO AMATEUR'S HANDBOOK,"50,000","70,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Mickalene Thomas,ALL I WANT IS A FIGHTING CHANCE,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Raqib Shaw,UNTITLED,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Wangechi Mutu,THRONE,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
10000,USD,William J. O'Brien,UNTITLED,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
7500,USD,Anthony Pearson,UNTITLED (OPAQUE),"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,USD,Sterling Ruby,3 DROPS,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,USD,Gert and Uwe Tobias,UNTITLED,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
125000,USD,Sterling Ruby,STALAGMITE/ICOLAGNIA,"80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
10000,USD,Matthew Chambers,LIVING PILLARS,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
46875,USD,Wilhelm Sasnal,WOKALISTKA,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
9375,USD,David Korty,UNTITLED,"6,000","8,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
10000,USD,Friedrich Kunath,UNTITLED (ROMY),"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Wilhelm Sasnal,SMUGGLING,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Dirk Skreber,SNOW BLACK,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
56250,USD,Richard Phillips,DIANE WEBBER,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Marlene Dumas,BEFORE BIRTH; WE'VE GOT THE STARS: LET'S NOT ASK FOR THE MOON (BETTE DAVIS IN THE YEAR OF HER DEATH) [TWO WORKS],"12,000","18,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Tom Friedman,UNTITLED,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Mike Kelley,IRRITABLE BOWEL SYNDROME,"50,000","70,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Matthew Barney,OTTOSHAFT (MANUAL) E,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
21250,USD,Thomas Hirschhorn,"FROM THE BULLET-HOLE SERIES: VIRGINIE; FROM THE SERIES ANTIBIOTIQUES: AUGMENTIN; FROM THE SERIES ANTIBIOTIQUES: CIBLOR; FROM THE SERIES ANTIFONGINIQUES: DERMALOZ; FROM THE SERIES ANTIFONGINIQUES: PEVISONE; UTOPIA IS NOT FASHIONABLE, REALITY IS NOT FASHIONABLE [SIX WORKS]","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Sarah Lucas,PRIÈRE DE TOUCHER,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
6250,USD,Paulina Olowska,CORRESPONDENCE,"5,000","7,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
10000,USD,David Noonan,UNTITLED,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,USD,Adam Helms,UNTITLED PORTRAIT (10),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
12500,USD,Pipilotti Rist,LIQUID CRYSTAL VASE,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
7500,USD,Rosemarie Trockel,CONTINENTAL DIVIDE,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
93750,USD,Peter Fischli & David Weiss,SURRLI,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
28125,USD,Thomas Hirschhorn,ABSTRACT RELIEF (GEORGE ORWELL),"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Rebecca Warren,FRAUENSCHADE,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Brendan Fowler,"FALL 2009 (ANDREA AND FLOWERS IN PATTY'S GAZEBO, 2 COLOR FLOWER PRINT, FINISHED WALL IN LA HOUSE 1, FLOWERS ON WALK WITH ANDREA/TERRY/CINDY 1, P. 58)","25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Ricky Swallow,DIGITAL DERBY,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
16250,USD,Adam Pendleton,AFRO FUTURISTIC (TOP TYPE),"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
53125,USD,Anselm Reyle,UNTITLED,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Gert and Uwe Tobias,UNTITLED (DER OSTEN IM NORDEN DES WESTENS),"18,000","22,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Jim Lambie,"EARTH, WIND AND FIRE","10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Jim Lambie,SELF-SERVICE (YELLOW EYE),"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Luc Tuymans,UNTITLED (FOCUS),"5,000","7,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
28125,USD,Barnaby Furnas,THE SURRENDER OF JOHN BROWN,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,USD,Kai Althoff,UNTITLED,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
12500,USD,Walter Pichler,BLUE PANTS,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
40625,USD,Paloma Varga Weisz,"FRAU, GEBETTET","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
12500,USD,Rachel Feinstein,MODEL,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
31250,USD,Magnus von Plessen,HER COAT WAS OF MANY COLOURS (TRIPTYCH),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
9375,USD,Richard Artschwager,REFLECTION ON REFLECTION,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
12500,USD,Toba Khedoori,UNTITLED (WORKING DRAWING FOR WALKWAY),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,USD,Ricci Albenda,STUDY FOR OPEN UNIVERSE (EMIL) #1,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Rineke Dijkstra,"TIERGARTEN, BERLIN, GERMANY, JUNE 27, 1999","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Hellen van Meene,UNTITLED (THE BARBARA SERIES),"5,000","7,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Sharon Lockhart,JULIE AND THOMAS,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Rineke Dijkstra,"CONEY ISLAND, NY, JULY 9, 1993","8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
8125,USD,Dash Snow,SHOW NO MERCY,"5,000","7,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
8750,USD,Mickalene Thomas,LES TROIS FEMMES NOIRES,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Kehinde Wiley,ISAAC ROYALL STUDY,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,USD,Sean Scully,YELLOW CORNER,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
50000,USD,William Kentridge,PUPPET DRAWING [TWO WORKS],"50,000","70,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Francis Alÿs,UNTITLED (BEFORE THE PROPHET),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Francis Alÿs,UNTITLED (BEFORE THE PROPHET),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,USD,David Hockney,MR. ARITHMETIC,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Tony Cragg,UNTITLED ,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Mike Kelley,CRAFT MORPHOLOGY FLOW CHART,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
35000,USD,Tim Noble & Sue Webster,UNTITLED (RAT AND TRAP),"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
75000,USD,Gilbert and George,TREED,"70,000","90,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
60000,USD,Julian Opie,BRUCE AND SARA WALKING,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
34375,USD,Jonathan Monk,THIS PAINTING SHOULD IDEALLY BE HUNG IN THE SAME BUILDING AS AN ANDY WARHOL,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
161000,USD,John Baldessari,THE DURESS SERIES: PERSON SHIELDING SELF FROM SPILL FROM OVERTURNED BOTTLE,"100,000","150,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Cindy Sherman,UNTITLED,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
22500,USD,Richard Prince,UNTITLED (PUBLICITY),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
81250,USD,Robert Longo,STUDY FROM FINAL LIFE,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
62500,USD,Robert Longo,UNTITLED (FIGURES FROM LENNY),"50,000","70,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
20000,USD,Jeff Koons,PUPPY,"7,000","9,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,USD,Jeff Koons,BALLOON DOG (RED),"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Jim Dine,"LITTLE HEARTS IN THE '80S, NUMBER 10","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,USD,Will Ryman,ROSE 42 WITH BEE,"35,000","45,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Donald Baechler,HIS & HERS,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Donald Sultan,"PURPLE IRIS, JAN 12, 1982","60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
56250,USD,Chris Ofili,UNTITLED [NINE WORKS],"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Francis Alÿs,UNTITLED,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
56250,USD,Sue Williams,"FLOPPY TOES IN A YELLOW, RED AND BLUE","50,000","70,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
50000,USD,Gottfried Helnwein,UNTITLED (ANGEL WITH SKULL),"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Hernan Bas,THE ASH TREE (AT ONCE A VOICE AROSE AMONG THE BLEAK TWIGS OVERHEAD),"80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Chantal Joffe,MOLL,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Eberhard Havekost,SOMMERWEIHNACHT 1,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
21250,USD,Jonathan Meese,"""NO ERZIEHYNG,"" BUMMSFRISCHE WÜRSTL DAZU GRATIS AUS LAMMBABYGURKEN","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
22500,USD,Georg Baselitz,G. ANTONIN,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Vik Muniz,"PLUTO AND PROSERPINA, AFTER BERNINI (FROM PICTURES OF CHOCOLATE)","30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
47500,USD,Vik Muniz,"LA BACCHANTE, AFTER GUSTAVE COURBET (FROM PICTURES OF MAGAZINES 2)","40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
81250,USD,Vik Muniz,"JACQUELINE IN TURKISH COSTUME, AFTER PICASSO (FROM PICTURES OF PIGMENT)","60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,USD,Chuck Close,GEORGIA,"35,000","45,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Martin Mull,GREED,"4,000","6,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
6250,USD,Berend Strik,CRYONIC SUSPENSION,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
75000,USD,Vik Muniz,"NEW YORK CITY BY NIGHT, AFTER BERENICE ABBOTT (FROM PICTURES OF DIAMONDS)","40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,USD,Hiroshi Sugimoto,"NORTH PACIFIC OCEAN, STINSON BEACH","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
9375,USD,Piotr Uklanski,UNTITLED (WATERFALL),"7,000","9,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,David Claerbout,NIGHTSCAPE LIGHTBOX (THIRD),"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Enoc Perez,DON Q,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,John Currin,BLACK HAIRED NUDE,"30,000","50,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
60000,USD,Mike Kelley,UNTITLED,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Jack Pierson,UNTITLED,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Marilyn Minter,LEGGINGS,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Thomas Ruff,NUDES AB 10,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
9375,USD,Carter Mull,VISTA,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
15000,USD,Carroll Dunham,F. (FROM SEVENTEEN DRAWINGS),"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
14375,USD,Carroll Dunham,UNTITLED #3,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
75000,USD,Lynda Benglis,WILLYS-KNIGHT,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
7500,USD,Scott Burton,UNTITLED (A PAIR OF TABLES),"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,USD,Bernar Venet,TWO UNDETERMINED LINES,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
56250,USD,Bernar Venet,INDETERMINATE LINE,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Antonio Nunziante,LE STANZE DELLA MUSICA,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
45000,USD,Robert Graham,ELISA,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Mimmo Paladino,UNTITLED,"80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,USD,Walasse Ting,THREE WOMEN WITH FANS AND A PARROT,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Grace Hartigan,THEODORA,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,USD,Ahmed Alsoudani,UNTITLED,"12,000","18,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
16250,USD,Graham Nickson,TRACKS: GREEN SKY,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
158500,GBP,Workshop of Joos van Cleve,THE HOLY FAMILY,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
28750,GBP,Follower of The Master of the Brussels Adoration,THE ADORATION OF THE MAGI,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Follower of Rogier van der Weyden,THE DESCENT FROM THE CROSS,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
182500,GBP,"Jan Breughel the Younger, Frans Francken the Younger",ALLEGORY OF THE FOUR ELEMENTS,"80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
86500,GBP,Studio of David Teniers the Younger,A COUNTRY WEDDING FEAST,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,GBP,Follower of Sir Peter Paul Rubens,THE GODDESS DIANA AND HER NYMPHS HUNTING DEER ,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
62500,GBP,Alexander Keirinckx,TRAVELLERS ON A FOREST PATH,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Théobald Michau,PEASANTS IN AN INTERIOR,"15,000","25,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
15000,GBP,The Master with the Parrot,VIRGIN WITH THE SLEEPING CHRIST CHILD,"12,000","18,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Follower of Luis de Morales,ECCE HOMO,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Workshop of Pieter Coecke van Aelst the Elder,THE LAST SUPPER,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
11875,GBP,"Netherlandish School, circa 1520",THE VISION OF SAINT JOHN ON PATMOS,"8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,GBP,"Lower Rhenish School, circa 1510",A PAIR OF ALTAR WINGS: THE FIRST: THE SUPPER AT EMMAUS; VERSO: SAINT AGATHA THE SECOND: THE RESURRECTION; VERSO: SAINT MARGARET OF ANTIOCH,"15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,"Netherlandish School, 16th Century",THE CRUCIFIXION,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
50000,GBP,Follower of Lucas Cranach the Elder,CHRIST AS THE MAN OF SORROWS,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
43750,GBP,After Daniel Mytens,PORTRAIT OF KING CHARLES I (1600–1649),"30,000","50,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Studio of Sir Anthony van Dyck,"DOUBLE PORTRAIT OF ELIZABETH, LADY THIMBLEBY AND HER SISTER DOROTHY, VISCOUNTESS ANDOVER, LATER COUNTESS OF BERKSHIRE (1611–1691), WITH A CUPID","60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
21250,GBP,Cornelis Jonson van Ceulen,"PORTRAIT OF A NOBLEMAN, POSSIBLY DUDLEY CARLETON, 1ST VISCOUNT DORCHESTER (1573–1632)","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,"Flemish School, circa 1620","PORTRAIT OF A YOUNG MAN, PROBABLY A SELF-PORTRAIT","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
22500,GBP,Adriaen Thomasz. Key,"PORTRAIT OF A GENTLEMAN, HALF-LENGTH, WEARING A WHITE RUFF","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
8750,GBP,"Leiden School, 17th Century",PORTRAIT OF A LADY IN AN INTERIOR,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
92500,GBP,"School of Amsterdam, circa 1630","PORTRAIT OF A LADY, HALF-LENGTH","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
31250,GBP,Studio of Sir Peter Lely,"PORTRAIT OF A LADY, PROBABLY ANNE HYDE, DUCHESS OF YORK (1637-1671)","25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Jan Weenix,"PORTRAIT OF A GENTLEMAN, FULL-LENGTH, STANDING IN A LANDSCAPE, HIS MANSERVANT BESIDE HIM TOGETHER WITH THE DAY'S BAG","10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Attributed to Jacob Huysmans,PORTRAIT OF A COUNTESS WEARING ROBES FOR THE CORONATION OF JAMES II,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
74500,GBP,Artus Wolffort,THE POOL OF BETHESDA,"30,000","50,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
68500,GBP,Cornelis Cornelisz. van Haarlem,A FOOL WITH TWO WOMEN,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
86500,GBP,"Haarlem School, 17th Century",THE KING DRINKS!,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,GBP,"Flemish School, 17th Century",ANTHONY AND CLEOPATRA,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
27500,GBP,Attributed to Frans Francken the Younger,THE ADORATION OF THE SHEPHERDS,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
12500,GBP,"Antwerp School, 17th century",THE CRUCIFIXION,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
122500,GBP,Jan Breughel the Younger and Hendrik van Balen the Elder,"THE VIRGIN AND CHILD WITH THE INFANT SAINT JOHN, SURROUNDED BY ANIMALS","60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
86500,GBP,David Teniers the Younger,LANDSCAPE WITH FIGURES PLAYING SKITTLES,"60,000","80,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
158500,GBP,Théobald Michau,TRAVELLERS AND THEIR HERDS DEPARTING FROM A VILLAGE; TRAVELLERS UNPACKING THEIR CARTS AND ENTERING A VILLAGE,"80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Circle of Frans Francken the Younger,A MERRY COMPANY MUSIC-MAKING AND DANCING IN AN INTERIOR,"40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Workshop of Pieter Coecke van Aelst the Elder,THE DEPOSITION,"20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Attributed to Fernando del Rincòn del Figueroa,THE BAPTISM OF CHRIST,"10,000","15,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
18750,GBP,Jan Breughel the Younger,STUDIES OF A STAG,"15,000","25,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
25000,GBP,Isaack Jacobsz. van Hooren,"PORTRAIT OF A GIRL, FULL-LENGTH IN BLACK, HOLDING FLOWERS IN AN INTERIOR ","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
74500,GBP,"South Netherlandish, third quarter 16th Century","PORTRAIT OF A GENTLEMAN, HALF LENGTH IN RED, HOLDING A SWORD AND A CROWN","30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
56250,GBP,Pieter Neefs the Younger,INTERIOR OF A GOTHIC CHURCH WITH FIGURES ATTENDING MASS,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
37500,GBP,Jan Miense Molenaer,INTERIOR WITH CHILDREN DRINKING AND MISCHIEF-MAKING,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
47500,GBP,Jan Griffier the Elder,RHENISH LANDSCAPE WITH A STEEP FOREST PATH ON THE LEFT,"30,000","40,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
31250,GBP,Jan Fyt,A HOUND WITH A RABBIT AND A MUSKET IN A LANDSCAPE,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,Circle of Wolfgang Heimbach,"INTERIOR OF A HOUSE WITH A WOMAN AND TWO MEN EATING AT A TABLE, A SLEEPING MAN BESIDE A BED BEING WOKEN BY A MAID BEYOND","20,000","30,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
0,GBP,"Amsterdam School, 17th Century",DIOGENES IN SEARCH OF AN HONEST MAN,"25,000","35,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
10000,GBP,Follower of Abraham Storck,SHIPPING ON THE IJ WITH AMSTERDAM BEYOND,"6,000","8,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
21250,GBP,Circle of Osias Beert the Elder,"STILL LIFE OF LEMONS, CHESTNUTS AND A WINE GLASS","8,000","12,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
7500,GBP,Michiel Simons,"STILL LIFE OF FRUITS INCLUDING PEACHES, GRAPES, A PEAR, AND A LEMON WITH ASSORTED GAME ARRANGED ON A TABLE LEDGE WITH A ROEMER AND A PORCELAIN BOWL","7,000","10,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
7500,GBP,"French School, 17th century",STILL LIFE WITH PEACHES AND GRAPES,"6,000","8,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
50000,GBP,Tobias Stranover,"MACAWS, A BLACK-BILLED MAGPIE AND A ROBIN WITH A FRUIT STILL-LIFE","15,000","20,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
55000,GBP,Jacques de Claeuw,"STILL-LIFE OF OYSTERS, GRAPES, WINE AND OTHER FRUITS","40,000","60,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
176500,GBP,Edwaert Collier,"VANITAS STILL LIFE WITH A GLOBE, A VIOLIN AND BOW, LEMON PEEL, A RECORDER, A MUSICAL SCORE, AN OPEN BOOK, AN HOUR GLASS AND OTHER OBJECTS","80,000","120,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
52500,GBP,Jan Josefsz van Goyen,PEASANTS RESTING BY A WATERMILL,"30,000","50,000"
actual_price,currency,name,title,lower_estimate,upper_estimate
